,score,cluster,review
11802,1.0,2,음식맛도 너무 아니더라
11803,1.0,2,그냥저냥
11804,1.0,2,커피맛이 최저입니다
11805,1.0,2,최고에요!!(반어법)
11810,1.0,2,비추
11814,1.0,2,최악은 아니지만 악.... 음식도 식어나오고 서버분들은 좋으신데 음식이... ㅋㅋㅋ
11816,1.0,2,연못이 더럽고 지저분함 가격비쌈
11817,1.0,2,그저그런맛
11818,1.0,2,줄서서 사먹을 정도로 맛집은 아닌듯 ㅎㅎ
11824,1.0,2,맛집이 싼마이로 바뀜.가성비 비추임
11827,1.0,2,서비스가안좋음
11833,1.0,2,맛없음
11839,1.0,2,정말 다시는 가고 싶지 않아요
11843,1.0,2,서비스 제로
11844,1.0,2,"간장게장 장맛이 예전과 완전 달라져서 깜놀람
맛이 예전갔지않네요. 가격은 많이 올랐는데 맛은 더 떨어졌어요. 급 실망하고 옮. 다시방문할지는???"
11845,1.0,2,맛집 소문 나더니 너무 비싸고 별로임
11847,1.0,2,맛이영아님
11851,1.0,2,"주변에 시설들 없이 시골밥상 만 있다면
사람들이 안갈거 같다 음식맛은 그저 그렇고
가격은 비싼편임"
11854,1.0,2,예전 맛이. ㅜㅜ
11856,1.0,2,별루
11857,1.0,2,별루인거 같아요.. 비싸고 맵기만한...
11858,1.0,2,그닥 맛집은 아닌듯
11859,1.0,2,불친절했어요.
11861,1.0,2,"음식이 대체로 짬
밑반찬은 깔끔하지않고 그나마 찌개는 괜찮았음"
11862,1.0,2,"인테리어는 좋으나 음료 맛이...
7000천원이상이나
천원 줘도 안사먹을 듯한
재방문의사 없음"
11864,1.0,2,가격이넘비싸네요
11870,1.0,2,딱히 그닥...
11873,1.0,2,명성대비 최악
11893,1.0,2,맛이 기대 이하
11894,1.0,2,가지마세요~써비스 꽝!!!맛도 꽝!!!
11895,1.0,2,소문듣고 찾아갔지만 소문난 잔치 먹을꺼 없다고 가격대비 맛도 양도 아닌것같아요
11905,1.0,2,이름이 별로예요
11908,1.0,2,맛이 별로 네요
11910,1.0,2,맛은 양호한데 가격이 종 비쌈~
11911,1.0,2,예전보다 맛이 없는것같아요
11912,1.0,2,육회 막대사탕 같음 넘 달아요  나머지는 뭐 ㅡㅡ뭐  그냥 그냥 서빙 수입산들 친절하지는 않은듯 ...
11913,1.0,2,맛없어요. 돈아까워~
11914,1.0,2,"가격대비 밑반찬 별루인거같아요...
가격을내리던지 밑반찬을 좀 더신경써야할듯"
11919,1.0,2,가격대비 맛이 형편없어요
11920,1.0,2,맛도 별로고 비싸고 화장실도 더러움
11931,1.0,2,남자 사장님이 불친절.. 따지듯이 이야기함
11933,1.0,2,별로~ 커피도 빵도 %^
11934,1.0,2,먹을 것도 없고 맛도 없고 비싸기만 합니다
11936,1.0,2,국수치곤너무비쌈 더구나 불친절하고 위생상태도불량합니다
11938,1.0,2,별루에요
11941,1.0,2,굳이 가서 먹을 곳은 아님
11942,1.0,2,싼대신양이너무적음
11947,1.0,2,곱창. 넘넘. 맛없어요
11950,1.0,2,"생생정보통에 방송되어서 일부러 찾아
갔는데  그냥 그랬어요"
11953,1.0,2,점점 맛없어짐
11958,1.0,2,모임한적있는데 맛 가격 서비스 엉망이였음
11959,1.0,2,"음식이 너무 맛없음!!
오리고기도 / 죽도 모두 .....
예전에 맛있게 먹은 기억이 있어 다시 갔는데 엉입니다
다시는 가고싶지 않네요"
11962,1.0,2,그냥 그냥
11964,1.0,2,그냥
11966,1.0,2,맛없음
11968,1.0,2,지하 파스타 집은 생애  최악. 별하나도 아깝다
11969,1.0,2,별로 really 별로
11971,1.0,2,평범 그 자체인 국수 양은 많음
11983,1.0,2,별맛없음...
11984,1.0,2,ㅜㅜ
11986,1.0,2,두번은없다
11987,1.0,2,별하나도 아까운 집구석입니다.ㅉ
11991,1.0,2,별로임
11992,1.0,2,먹x돈나 맛없어
11999,1.0,2,가격이너무비쌈
12000,1.0,2,불나기전이나 후나 비싸고 불친절하고 왕바가지씀ㆍ두번다시 가고싶지 안은곳
12002,1.0,2,"별루
서비스
위생상태
불친절하다
실중량 오백그램"
12004,1.0,2,"☆완전 비추☆
☆바가지 업소☆
음식에 비해 가격은 완전 바가지.
샐러드바 무한리필. 먹을꺼 하나도 없음.
차라리 기본 상차림 나오는 오이도 횟집 가는게 더 좋음. 활어회 바닦 아이스팩 랩으로 싸서 완전 조금나오고.. 대하도 별로 안먹고 결제만 17만원.
직원들 완전 불친절. 절대 가면 안되는곳."
12005,1.0,2,별 1개도 아까움~
12006,1.0,2,생각보다 조금 음식이 서훈함
12008,1.0,2,서비스 노굿. 음식은짜요. 용인페이되는곳이라 메뉴판도 안주고 스폐셜메뉴로 귄함. 비추천. 점점 손님이 없어지고 있습니다
12011,1.0,2,주차장도 없고 수족관도 지저분하고 맛도 비주얼보다 그냥 그렇다..
12012,1.0,2,"음식질에 비해 가격이
넘 비쌈!"
12013,1.0,2,가격이 오름 ㅠ
12021,1.0,2,별루
12029,1.0,2,정식으론별로네요
12030,1.0,2,"썩  그다지 추천 하고 싶은 생각이 업세요
불친절 하고 별로 입니다"
12034,1.0,2,"서비스엉망, 냄새관리엉망,
이말밖에는"
12036,1.0,2,초심이 바뀐건지...? 머랄까 가격에 비해 양도 극히 적어진거 같고 하여튼 쫌 그렇더라구요 저는 이제 가지않는다는 의견
12037,1.0,2,음식이 부실하고  더군다나  값도 엄청비싸다.
12040,1.0,2,드ㅡㅡㅡㅡㅡ
12041,1.0,2,주인이 싸가지가 없고 음식도 별로고 주방도 더렵고 가격도 비쌈
12045,1.0,2,별로
12046,1.0,2,별로...
12048,1.0,2,정성이 하나도  없어요
12053,1.0,2,돈아까움. 베트남 쌀국수집에 가서 쌀국수 월남쌈 시켜 먹는게 맛도  가격도 개이득.
12056,1.0,2,메뉴가 별로없어요 빕스가실려고생각하셨으면 다른빕스찾아보시는게 좋을꺼같아요
12065,1.0,2,가성비 최악
12067,1.0,2,"음식은 괜찮은데 종업원 서비스는 별로네요. 인상쓰면서 서비스해주는모습이 영~~ 아닌거 같습니다
불친절한 느낌 많이 받았음."
12068,1.0,2,마라탕 별로네요
12069,1.0,2,거지같네맛도없구
12073,1.0,2,가격 비싸고 서비스 생각좀 해봐야할것같고 뷰도 전혀
12077,1.0,2,별로.....
12081,1.0,2,짜네요
12084,1.0,2,몰라
12087,1.0,2,금액에비해서 별로.
12089,1.0,2,별로야
12092,1.0,2,불친절!!!
12093,1.0,2,불친절한
12097,1.0,2,가격대비 많이 부족함
12101,1.0,2,맛이 없어요
12103,1.0,2,"가격에비해 맛과 양이 많이떨어지네요,  써비스는 짱이네요"
12106,1.0,2,맛없어ㅇ요..
12107,1.0,2,양이 너무적음 그리고 벌래도....
12108,1.0,2,"간장게장 가격이 강남수준이네요🤣
기다리는것도 한참이고, 직원들 서비스도 별로네요"
12109,1.0,2,영 맛없는집
12110,1.0,2,양이적고 서비스는 별로
12114,1.0,2,완전 안좋음. 별 1개도 아까움
12115,1.0,2,별로...
12117,1.0,2,고기 맛이 좀...
12120,1.0,2,별루였어요
12125,1.0,2,별로
12126,1.0,2,달고 맛이 별로 였음
12128,1.0,2,시간이 갈수록 별로야 별로.
12130,1.0,2,음식 갑에비해부실하다
12131,1.0,2,너무 비싼편이다
12134,1.0,2,불친절 대박
12138,1.0,2,"기본적인 반찬도 부실할뿐더러 고기맛도 별로였지만
이 집의 최악은 육회. 결국 육회는 반납!"
12139,1.0,2,"솔직히맛없음
예전티비빨"
12147,1.0,2,너무비싸고 느끼하고 정크푸드의 느낌입니다.
12155,1.0,2,완전별로에요 질도구리고 다른어다리지점가세요
12157,1.0,2,비위생적이에요
12158,1.0,2,고기 서비스 모두 별루
12160,1.0,2,별로!
12161,1.0,2,이제는 값도 5천원이나 받으니 착한값에 맛이싸다는 말은 더 이상 아니다. 5천원이 되고나선 이상하게 맛이 없어진 느낌이다
12162,1.0,2,"커피맛도꽝!
팥빙수도꽝!
가겍대비형편없는맛!
직원불친절ᆢ"
12163,1.0,2,별로임
12165,1.0,2,불 친절
12166,1.0,2,비싸고 맛이없어요
12178,1.0,2,완전기대하고 한번은줄이많아서 그냥오고 두번째줄서서먹었는데 완전별로에요
12195,1.0,2,비추~
12199,1.0,2,진짜...별로
12203,1.0,2,비추 별로였슴  사장도 손님한테 무관심하고  서비스도 영 맛도 별로였슴 다신안감 ㅋ  양도 무지적고  젊은층들은 비추임~~
12206,1.0,2,밥알 다 굳어서 맛없고 외국인 알바 불친절함
12207,1.0,2,최악
12208,1.0,2,비싸기만한듯
12211,1.0,2,맛나요
12212,1.0,2,비싸고 싱싱하지가 않아보임
12215,1.0,2,별로
12217,1.0,2,"커피가 아주연함.
분위기좋음.(자리협소)
무맛."
12220,1.0,2,"2시간 기다려서 먹었음.
기다린 만큼의 맛은 없었음.
동네 돼지갈비집이 훨씬 낫다.
시간, 돈 모두 아깝다.
다시는 안가고 싶음..."
12221,1.0,2,음식  형편없어요
12222,1.0,2,맛이 깊은맛이없고 밋밋 ㅠ.ㅠ
12223,1.0,2,일단 불친절... 설명도 부족하고 맛은 그낭 그럼
12224,1.0,2,"분위기는 괜찮고 맛도 괜찮아요
다만 가격이 비싸고 볶음밥은 양이 다른 식당 가격에 비해 많이 부족한게 아쉽네요
한번 정도 왔다갈만한......"
12226,1.0,2,"글쎄요?
개인적인 음식은 안임. 가격대비 별로~"
12232,1.0,2,예전보다 맛 떨어졌음ㅠㅠ
12233,1.0,2,"별로임
비싸고 맛은 어중간"
12235,1.0,2,맛이 별루
12240,1.0,2,맛없음
12243,1.0,2,가격은 오르고 면도 불고 육수도 맹탕
12245,1.0,2,양도적어지고 가격만 구천원에 ㅎ......
12248,1.0,2,너무 음식 성의 없음  맛도 별로임
12251,1.0,2,비추
12252,1.0,2,"서비스별로에요
작게할땐 친절하고 가성비도 좋았는데
점점 나빠지네요
서비스도 알바생도 별로고
사장님은 스시만 만드시구요
초심은 잃고 하는것 같아 안타깝네요"
12259,1.0,2,응~  다시는 안가
12260,1.0,2,꼬막이 맛이 없었어요
12263,1.0,2,질에비헤가격이비쌋다
12268,1.0,2,비쌈
12269,1.0,2,종업원 친절도가 많이 안 좋아요
12270,1.0,2,추천하고싶지않아요
12271,1.0,2,친절하나 맛읍어요..다시 방문의사 없어요
12272,1.0,2,가격대비 갈육탕은 양도 맛도 너무 기대에 못미침. 가게는 깨끗하고 및반찬은 깔끔. 갈비탕 국물은 괜찮았음
12277,1.0,2,많이 실망입니다
12280,1.0,2,"불친절의 끝판왕.포니아줌마 음식쩝쩝대며 주문받고,알바생들 문신이 너무 많고,
양도 적고,줄서서 먹을맛도 아님"
12281,1.0,2,비싸고 서비스도 낮음
12287,1.0,2,"서비스 꽝
불친절 가격도 비싸고
아주 안좋아
다시는 안갈거야"
12289,1.0,2,흔한 비빔밮집인데 별로인거 같읍니다
12297,1.0,2,가격이 비싼대신 반찬도여러가지 맞도괜찬아써요
12299,1.0,2,가격이 비싸다.1인분 9000 원
12301,1.0,2,비싸요
12304,1.0,2,별로예요~.내장에서 누린내ㅜ. 친절도 0
12306,1.0,2,노 맛
12307,1.0,2,음식두 별로이고 직원분들이너무나도불친절합니다
12308,1.0,2,"불친절하구 음식은 갈비탕 하나빼곤 맛집이라하긴 좀.,.."
12315,1.0,2,서비스 쓰레기
12319,1.0,2,꽝(메뉴가 다양하지 않음)
12321,1.0,2,"지이크매장 직원 불친절해요.
자주 가던 송현아 인데 생각만해도 기분이 나빠요"
12322,1.0,2,다신가기싫은곳입니다..
12324,1.0,2,옌맛이아님니다.맛없었어요
12326,1.0,2,ㅠ 가격대비 맛 없음
12328,1.0,2,왜이렇게 비싼지 모르겠음..
12330,1.0,2,특별한 맛은 아닌데 가격은 특별한듯.
12334,1.0,2,맛없어요
12336,1.0,2,"가격대비 양이  넘 적음.
머 글타고 맛이 엄청 뛰어난것도 아니고,
추천하고싶지 않은곳임..."
12340,1.0,2,맛 드럽게 없어요
12341,1.0,2,맛도없고 직원분들도?
12342,1.0,2,맛없음
12343,1.0,2,비추입니다
12347,1.0,2,너무 실망입니다. 맛에 비해 가격도 비싸고 먹고나서 허전하네요. 왜 맛집인지 모르겠어요
12348,1.0,2,예전 할머니 계실때는 서비스도 좋고 청결한것도 좋았는데 할머니 안계시니 지지분하기도하고 서비스도 개차반ㅋㅋ 별로 가고싶지 않음
12350,1.0,2,지저분하고 다시는가고 싶지 않네요.
12351,1.0,2,가격대비 서비스  빵점
12353,1.0,2,최악!!!
12354,1.0,2,별루
12356,1.0,2,"최악.  쿠우쿠우중 최악.

음식이 차갑고. 종류도ㅠ적고. 수분도ㅠ없고    샐러드가 맛없긴 왠만해선...

가지마시길...."
12365,1.0,2,그냥 그런맛
12370,1.0,2,그다지 ... 가격만 비싸다고 느낌
12371,1.0,2,블로그 믿는게 아니였어요.  반찬도 2개정도만 리필해준다고 하고. 보기보다 지저분했어요. 별로네요
12372,1.0,2,별로! 맛도 별로
12373,1.0,2,"맛은 보통,서비스는 실망"
12375,1.0,2,가성비 나쁘고 별로임
12378,1.0,2,최악
12379,1.0,2,"맛 겁나게 없어요
별하나도 아까워!"
12381,1.0,2,음?
12386,1.0,2,그닥
12393,1.0,2,별로
12396,1.0,2,맛이없...
12403,1.0,2,특별한거 없고 가격이 너무 비싸요 또가고싶지 않은집
12404,1.0,2,사람이 많아서 직원 분들이 바빠보이시긴 했지만 35000원이라는 가격대 치고 말도 안되는 퀄리티였습니다. 음식은 대체로 너무 달았고 특히 갈비탕은 그냥 설탕을 부어놓은줄 알았습니다. 재료가 신선하다는 느낌도 없고 절대 추천 안 할 집인 것 같습니다.
12406,1.0,2,"최악의 서비스 입니다
역시 역주변 ㅜㅜ 맛  없음"
12407,1.0,2,ㅂㄹ
12419,1.0,2,정말 별루다.비싸기만하고..
12423,1.0,2,불친절하고 안주 창렬임ㅋㅋㅋ
12430,1.0,2,어버이날인데 밥먹으러갔는데 양이고 서비스고 참....
12433,1.0,2,기계가 별로 시원하지 않다
12434,1.0,2,맛은 그럭저럭 괜찬은대 써비스가 빵점 다시는 가고싶지 않음
12440,1.0,2,#맛#친절#접근성#무엇하나없더라
12443,1.0,2,이전함
12444,1.0,2,가격이 비싸고 국물이 짜요
12445,1.0,2,"전체적으로 인사도없고,친절한건 모르겠음"
12451,1.0,2,기대이하
12458,1.0,2,ㅡㅡ
12460,1.0,2,불친절해요
12462,1.0,2,밥값보다 커피값이 비싸고 좋은자린 절대안남 분위기는 예전 베트남 레인포레스트 같은 느낌이여서 좋지만
12463,1.0,2,지저분하고 친절은 꽝에 비싸고 안가요 삼둥이들 땜씨 알려진듯 진짜별루 주방 너무지져분해요
12464,1.0,2,옛날에 같던곳이라 다시찿아같는데 음식가격두너무비싸고 맛도없었어요. 써빙하는직원은  무표정에인사두 하지않았어요 식사하면서 괜이찿아왔다고 많이후회했어요
12468,1.0,2,비친전ㄷ
12473,1.0,2,음식에 비해 비싼편.
12477,1.0,2,별로  친절하지도않고  맛도그다지
12478,1.0,2,"정말 별로 입니다.
가성비도 안좋고 너무 맛도 별로ㅠ"
12482,1.0,2,비싸다
12485,1.0,2,돈이아까워요  왜도대체  웨팅이 있을까요
12486,1.0,2,맛없음
12488,1.0,2,별루
12489,1.0,2,불친절해요
12494,1.0,2,맛없음
12495,1.0,2,가격대비 부실
12496,1.0,2,고양점이 좋음
12497,1.0,2,가성비 매우 떨어짐.  랍스터는 싱싱하나 그외는 다 그닥.
12499,1.0,2,정말돈아깝다최악에맛별하나도아깝다
12500,1.0,2,별로
12501,1.0,2,별로 안땡기는 맛..
12508,1.0,2,맛은 맛잇고 좋은데 불친절 ㅡ.ㅡ
12511,1.0,2,"서비스에서 별로여서 맛이라도 있을줄 알았는데... 맛도 없음.. 주차서부터 주문, 서빙, 맛 뭐 하나 중간 이상이 없음.."
12515,1.0,2,별루
12518,1.0,2,맛도 별로 서비스는 더 별로 ㅡㅡㅋ
12521,1.0,2,서비스도   별루구요  맛도 없구  두번은  안갈곳
12523,1.0,2,품질 대비 비싸고 고객들의 수준이 닞음.
12524,1.0,2,가격이 조금.....
12525,1.0,2,"불친절하고 맛이 그닥 음식이 너무 달다ㅡㅡ
토토리묵무침만 맛남ㅡㅡ"
12530,1.0,2,좀 비쌈~
12538,1.0,2,맛이 제로요
12539,1.0,2,비싸고 맛도 별로 입니다
12541,1.0,2,별로
12546,1.0,2,실제로 가보니 기본이하 기분상함
12550,1.0,2,그저그런
12556,1.0,2,그닥
12557,1.0,2,다시는 안갑니다. 돈 아까운...
12560,1.0,2,소문난 집이라고 하여 들려봤습니다.  하지만 별로 특별한것이 없었습니다. 맛.서비스. 가격 모두 중급이하입니다.
12561,1.0,2,아주 맛있어요 ~^-^
12563,1.0,2,"맛 없어요 비싸요 친절해요 그러나,
또 가고싶진 않아요"
12569,1.0,2,별하나도 아까운집입니다 음식 기본도 안되있어요
12570,1.0,2,별루 진짜 반찬은 맛남 ㅋ
12572,1.0,2,맞은 별로 써비스는 매우 불쾌함
12573,1.0,2,불친절 불청결 맛은 평범
12577,1.0,2,맵짜단
12578,1.0,2,맛도 예전과 다르고  고기량도 엄청 줄었고 다시는 방문하고 싶지 않네요
12579,1.0,2,돈이아까움  맛없음
12580,1.0,2,친절서비스가아주부족한곳입니다 최악임
12581,1.0,2,가격대비... 별로...
12585,1.0,2,별로입니다
12587,1.0,2,"기본 반찬도 없고, 알바생들 불친절  담부턴 안 옴"
12589,1.0,2,맛없다. 비리고
12591,1.0,2,별 로 다 는
12592,1.0,2,"평범한 맛
냉면 가격은 비싸네요"
12596,1.0,2,맛이 변한것같아요
12597,1.0,2,가격이  비싸고  맛도  별로
12598,1.0,2,별로
12602,1.0,2,"가격 싸지않고,
서비스 엉망. 화가 남
다시는 이용계획 없음."
12606,1.0,2,한번가보면 두번가고 싶은생각이 안드네요~
12607,1.0,2,맛없음
12608,1.0,2,커피값이 비싸요. 맛도그닥
12615,1.0,2,명성에 비해 실망이었음!!
12621,1.0,2,그냥 그럽니다
12622,1.0,2,별 한개도 아까워요
12623,1.0,2,별루
12624,1.0,2,너무맛없었어요
12626,1.0,2,위생상태가 조금안조아요
12631,1.0,2,별한개도  아까움
12633,1.0,2,정말 진심 맛없음 가지마세요
12634,1.0,2,최악 비싸고맛없고
12636,1.0,2,너무 상업적이고 가격이비싸다
12638,1.0,2,"별로야,가지마세요"
12639,1.0,2,비싸요!
12640,1.0,2,번잡스러구... 예전대비 그닥입니다 ㅠ
12646,1.0,2,불친절함
12647,1.0,2,커피가  넘맛이업고  넘불친절하네요
12653,1.0,2,특별히 맛있는건 모르겠고 진짜진짜불친절해요
12654,1.0,2,가격대비 딱히 맛있지 않네요
12656,1.0,2,별루 9000원은 아닌듯
12657,1.0,2,"칼국수 생각보다 맛이없네요
왕만두도맛이없고ㅠ"
12658,1.0,2,다시는 가기싫어요
12662,1.0,2,"처음 가봤을때 일인식닥들도 즐비하여 기대를 많이 해보았다. 그런데 음식속도, 퀄리티, 직원서비스 등은 첫느낌에 비해 그리고 음식은 가격대비 실망적이었다."
12670,1.0,2,비싸요
12672,1.0,2,가격이 너무비싸요ㅠ
12673,1.0,2,맛이 없어요~
12674,1.0,2,가성비 대비 그냥그런집
12679,1.0,2,위생 상태가 안좋아요~
12681,1.0,2,비싸다
12688,1.0,2,깔끔하지만 메뉴는 1가지. 장모님 밥상처럼 스페셜 없이 차림은 평범해요. 손님 많은 게 이상할 정도. 발렛비도 받아요. 왜 이렇게 많이 기다려야 하는 회의감이 드는 가성비 적은 식당이에요.장사는 운이다..를 절감.
12691,1.0,2,그냥저냥ㅋ
12693,1.0,2,여기 음식점 되게 많이 가봤는데 다 돈 아까웠어요 어떻게 음식점이 하나같이 맛없는지
12694,1.0,2,불친절한 집
12696,1.0,2,맛이. ...그냥그랬어요.
12699,1.0,2,맛이 제로요
12700,1.0,2,해물탕 별로..비추합니다.
12701,1.0,2,그냥
12702,1.0,2,맛은별로
12706,1.0,2,불친절
12712,1.0,2,그닥
12713,1.0,2,가성비 제로
12716,1.0,2,불친절해요
12719,1.0,2,그닥... 양도 적고..맵기마느ㅡ
12724,1.0,2,별로입니다
12726,1.0,2,"맛은그져그렇고,가격만비쌈!결정적으로불친절함!!"
12728,1.0,2,"완전 실망 입니다
코로나 문제로 손님 방문이 작어서 그런지 서비스 청결 맛 음식 모두 대 실망입니다"
12729,1.0,2,맛없음
12730,1.0,2,맛이 변했어요
12735,1.0,2,"맛도, 비주얼도 깔끔하지 못하네요"
12736,1.0,2,맛은 그닥
12740,1.0,2,"웩 가격만 비쌈 절대 강비추
맛대가리 전무"
12742,1.0,2,인테리어만굿 서비스 가격별로
12743,1.0,2,별로별로더라
12750,1.0,2,"ㅎㅎ 넘,, 비싸~~ 가성비,☆로"
12751,1.0,2,"젊은 남자직원분 친절함 맛은,,,,,"
12752,1.0,2,서비스보다 맛이 완전 별로 입니다 소고기 무한리필 시켰는데 소고기는 고기 맛도 안 나고 돼지도 완전 별로입니다. 이 평점 보신 분들은 절대로 가지마세요 !!!! 진짜 후회합니다. 오늘 4만원 버리고 오네요.
12756,1.0,2,맛이 없네요  엣날보다 뒤떨어졌네  두번은안가고시ㅃ당
12757,1.0,2,옛날에 무진장이지 맛두별루 성의도없고ㅠㅠ
12759,1.0,2,별로..
12760,1.0,2,맛은 좋은데 직원들이 아마추어..
12771,1.0,2,"별 하나도 아깝다 불러서 드갔는데
맛은 짜고~~~~ㅠ,ㅠ"
12776,1.0,2,정말 맛없음 비추
12777,1.0,2,맛없고.질기다
12794,1.0,2,맛없음
12797,1.0,2,정 말 맛없다
12803,1.0,2,"완전 불친절하고 아줌마들이 말을 못알아들으심 외국인같긴한데 불친절하고 말도 못알아들으면 대환장함 맛은 그냥 그렇고 찾아갈정도는 아님
힘들게 찾아갔는데 너무 불친절함에 기겁하고 다신 안갈거임
직원교육 다시하시길"
12804,1.0,2,"그냥 눈만 호강..
맛은 없음"
12806,1.0,2,커피맛 아니다?
12809,1.0,2,"가성비 별로!
차려논건 많지만 먹을만한건 별로없고 가격만 엄청 비쌈!
이 가격으로 다른 고깃집가면 최상급 고기 맘것 먹을수있음"
12810,1.0,2,가격비싸미다 및반찬도 별로없습니다
12817,1.0,2,별루
12821,1.0,2,민물장어 저렴하게 먹을거면 괜찮은듯 퀄리티는 포기
12828,1.0,2,별로였어요 가격은비싸고
12832,1.0,2,맛이 변했음
12833,1.0,2,맛도 친절함에서도 그닥 만족하지못함
12834,1.0,2,많이 짜네요
12838,1.0,2,맛없는스시
12839,1.0,2,별하나 주기도 아까운 맛.
12840,1.0,2,가격이 비싸다.
12845,1.0,2,음식종류는 많으나 먹을게 별로 없었음 간장게장은 비리고 양념게장은 그냥 맛이 없었음
12847,1.0,2,맛도그닥이구서비스는최하
12852,1.0,2,"직원들 엄청불친절하고 상추도 비싸다고
안줌 ㅎ"
12854,1.0,2,비추.. 음식맛도 비추
12855,1.0,2,엄청 별로 불친절하고 기분나쁘게 먹음
12858,1.0,2,맛이 매우 없는데 비싸서 더 ...
12860,1.0,2,"별로입니다
조선일보에 나왔다고
하였는대 그냥 그져 평범한것같아요"
12863,1.0,2,가격도비싸고   맛도없으며  종업원도  불친절
12864,1.0,2,"게장값이 너무 비싸고 음식점 내외부에 벌레도 많네요
그리고 맛은 평이하고 양도 작고 실망스럽네요"
12869,1.0,2,불친절 맛없음
12878,1.0,2,비싸다
12879,1.0,2,정말 맛없음
12882,1.0,2,비싸요
12884,1.0,2,두번다시  안감  완전최악 음식점
12885,1.0,2,그냥그냥 평범한 동네 짬뽕집.
12888,1.0,2,냄새....
12889,1.0,2,혼자 가면 좀 그려내여...맛은 별루 경기도 광주 곤지암쪽 추천합니다
12892,1.0,2,"정말 별루...음식도 늦게 나오고, 주변 환경도 별로고,
식탁도,접시도 깨끗한거 못 느꼈음.다신 안감"
12893,1.0,2,"강력비추
음식에 성의가없고 맛도없음"
12895,1.0,2,"서비스 엉망., 맛도 바꼈는지.  별로, 다음부턴 안가고 싶네요"
12900,1.0,2,찾아가는 맛집은....
12901,1.0,2,"별 하나도 아까움
직원은 친절 사장은 글쎄"
12905,1.0,2,"주인이 바뀌어
옛날 맛이아님"
12910,1.0,2,"비싸고 환기시설없어서 공기질 탁하고,,음식맛없고 양 김밥천국보다적고,,가격은 프리미엄,,, 음식은 하  노맛"
12914,1.0,2,맛 별로인듯
12916,1.0,2,밀가루 많고 맛도 없었어요
12917,1.0,2,이런 ㆍ ??
12920,1.0,2,별로....  갠적 별로
12921,1.0,2,별로에요
12922,1.0,2,값만비싸고 나오는것은 부실
12923,1.0,2,분위기는 좋은데 맛이 너무 없어요..
12924,1.0,2,커피가 따뜻하지도 않고 가격대비 비춥니다
12926,1.0,2,장어가생각보다맛이
12927,1.0,2,비싸요
12929,1.0,2,아주 아주 ~안좋음  기분드러움~
12930,1.0,2,너무맛없어요.. 라면스프맛나요 그리고 왜이렇게 비싸요? 가격만 엄청올리시고.. 다신 안가요 딱 6천원짜리 수준인데.. 9천원은 말도안되요
12932,1.0,2,맛이  없었음
12935,1.0,2,떡갈비21000원 밥 별도1000원.   가격만큼. 맛. 서비스가. 영~~~
12939,1.0,2,가격만 비싸고 별로 블로그의 맛
12942,1.0,2,"가격은 저렴한데 맛은 별로인것 같네요 고기도 냄새나고 별로 먹을게 없어요
저는 가서 올리브만 잔뜩 먹고 왔네요
여기는 비추입니다"
12949,1.0,2,별로
12953,1.0,2,별로 그냥 달기만 함
12954,1.0,2,특별히 맛있는지 모르겠지만 비쌈
12958,1.0,2,너무맛없떠요 ㅜㅜ
12959,1.0,2,별로입니나
12964,1.0,2,그저 그렇음. 유명세만큼은 아님
12965,1.0,2,그리 추천하고픈 식당은 아님.샤브샤브도 고기양 작고 스시도 넘 마르고맛없음.
12969,1.0,2,맛이  너무없음
12973,1.0,2,맛없음...
12974,1.0,2,왜 맛집인지 모르겠어요 맛도 별로고 테이블도 너무 다닥다닥 붙어있어서 불편해요 냉면 면발도 끈적끈적 하고 돈가스도 양도 적고 질겨요 두번은 가고싶지않네요 가격도 비싸고 양도 별로예요
12975,1.0,2,"음식은 보통임
서비스 매뉴얼은 제로
손님앞에서 음식 치우고 흘린 거 손으로 치우고
실내 분위기는 값싼 티가 남
채도 높은 3색톤으로 실내 구성
전식요리는 그런대로  좋음
밥과 식사는 밥은  좋으나 반찬은 정말 엉망
한번 정도 가면 딱 좋을 곳"
12979,1.0,2,"맛두 별루고 ㅡㆍㅡ
서비스는 완전 별루임"
12981,1.0,2,불친절
12984,1.0,2,"최악
맛, 직원, 가격  다 불만족
다시는 안감"
12987,1.0,2,먹x돈나 맛없어
12988,1.0,2,"음식맛 경기도 최악
가격은 최고
서비스 비양심"
12994,1.0,2,불친절
12998,1.0,2,맛도 없고 음식도 없다
12999,1.0,2,맛에비해 너무 비싸요
13001,1.0,2,"고기 보통, 밑반찬 나쁨, 서비스 나쁨.  고로 비추천."
13004,1.0,2,국도 싱겁고 고기도 잡내나고 숭늉도 뜨거운물 그냥 부응거같고 친절하지도 않고 맛있는게 하나도 없네요
13007,1.0,2,진짜 별로..돈아깝고 시간아깝고..
13011,1.0,2,국물이 싱겁고 진한맛이 없어요 별로네요
13013,1.0,2,서비스가 별로 좋지 않았던 기억을 합니다
13014,1.0,2,별로
13015,1.0,2,맛 별로
13017,1.0,2,빵점
13019,1.0,2,"음식물재료가 가격변동에 따라
다르나요?
직원서비스도 저질
꿀꿀이죽 돈내구 먹었음"
13024,1.0,2,별로 추천하고 싶지 않아요
13025,1.0,2,별루에요. 불친절 하구요
13027,1.0,2,불친절함
13038,1.0,2,불친절
13039,1.0,2,맛 더럽게 없어요 그냥 줘도 못먹어요 ㅠ
13040,1.0,2,별루에요
